Latitude,Longitude,Location ID,PV Capacity (kW),Wind Turbine Capacity (kW),Genset Capacity (kW),Battery Energy Capacity (kWh),Battery Power Capacity (kW),Total System Generation (kWh),Total PV Generation (kWh),Total Wind Generation (kWh),Total Genset Generation (kWh),Total Battery Generation (kWh),Total CO2 emissions (tonne),System NPC ($),System LCOE ($/kWh),Deficit Hours Fixed,Total Load Reduction (kWh),Total Load Served (kWh),Total Charging Prevented (kWh),Demand Not Served (kWh),Load Reduction Percentage,Demand Met Percentage,Project Lifetime (years),Ren Frac (%)
-31.1389,121.6784,AUS.WA.334902,15862,33000,17000,5000,1002,3382790547,858350496.5,2064780329,459659721.5,0,300847.2877,93396148.12,0.197837426,0,0,1969558248,0,1.09E-09,0,100,25,77%
-20.4447,140.7058,AUS.QLD.334994,21131,7000,17000,8000,1873,2555879941,1209814768,395754396.6,950310776.2,0,621978.4031,122938975.7,0.260416847,0,0,1969558248,0,2.83E-09,0,100,25,52%
-20.2545,140.1558,AUS.QLD.335006,23648,7000,17000,9000,1960,2679523352,1348033002,394219550.8,937270798.7,0,613443.7377,123007968.4,0.260562992,0,0,1969558248,0,3.33E-09,0,100,25,52%
-20.5636,139.9752,AUS.QLD.335227,17392,31000,17000,5000,3883,3173744286,992140828.8,1603187603,578415853.9,0,378573.1764,103715165.8,0.219695799,0,0,1969558248,0,1.16E-09,0,100,25,71%
-32.2205,147.448,AUS.NSW.467218,18633,31000,17000,5000,7093,3019957044,930787957.6,1455484149,633684937.1,0,414746.7913,110842590.7,0.234793546,0,0,1969558248,0,1.34E-09,0,100,25,68%
-29.3469,151.5477,AUS.NSW.467228,19978,31000,17000,6000,1000,2879511500,962701857.7,1235356151,681453491.6,0,446011.3102,116310177.4,0.246375322,0,0,1969558248,0,9.32E-10,0,100,25,65%
-31.5303,146.6862,AUS.NSW.529220,18448,31000,17000,6000,5544,3015452206,956151286.3,1435701755,623599164.7,0,408145.6533,109911974.9,0.232822258,0,0,1969558248,0,1.59E-09,0,100,25,68%
-19.6961,139.366,AUS.QLD.333779,22604,6000,17000,9000,1819,2564534297,1262186412,325987821.1,976360063.8,0,639027.6617,125584573.5,0.266020914,0,0,1969558248,0,3.02E-09,0,100,25,50%
-22.0939,140.5736,AUS.QLD.333785,15625,33000,17000,5000,1017,3193979025,908132530.4,1737842602,548003893.4,0,358668.5482,102046755.6,0.216161671,0,0,1969558248,0,9.66E-10,0,100,25,72%
-20.7216,139.4782,AUS.QLD.333873,16550,31000,17000,5000,5315,3116902914,939034957.7,1601748220,576119736.2,0,377070.3674,103012091.7,0.218206505,0,0,1969558248,0,1.32E-09,0,100,25,71%
-33.5265,149.1588,AUS.NSW.333484,29419,10000,17000,7000,1201,2578489628,1349592879,94715636.54,1134181112,0,742321.5379,145988223.4,0.309241172,0,0,1969558248,0,1.82E-09,0,100,25,42%
-31.1629,145.6538,AUS.NSW.333485,17041,33000,17000,5000,8532,3118337998,894307501.5,1652801128,571229368.2,0,373869.6215,105448244.4,0.223366912,0,0,1969558248,0,1.05E-09,0,100,25,71%
-31.5001,145.8422,AUS.NSW.334161,16510,31000,17000,5000,7285,3030735566,860467420.5,1586745893,583522252.5,0,381915.3143,105038959.8,0.22249994,0,0,1969558248,0,1.34E-09,0,100,25,70%
-31.5161,145.8551,AUS.NSW.334374,18583,33000,17000,5000,6022,3191168853,959132469.2,1670155394,561880989.6,0,367751.1077,104904402.3,0.222214912,0,0,1969558248,0,1.48E-09,0,100,25,71%
-31.5212,145.8578,AUS.NSW.334832,18583,33000,17000,5000,6022,3191168853,959132469.2,1670155394,561880989.6,0,367751.1077,104904402.3,0.222214912,0,0,1969558248,0,1.48E-09,0,100,25,71%
-31.2586,146.8719,AUS.NSW.334834,18431,33000,17000,5000,6553,3065184715,944282809,1511632623,609269283.9,0,398766.7463,109978397.8,0.23296296,0,0,1969558248,0,1.58E-09,0,100,25,69%
-41.2021,146.8156,AUS.TAS.334630,21395,30000,17000,6000,1291,3262756553,839863955,1891636252,531256345.7,0,347707.2783,101093201.6,0.214141794,0,0,1969558248,0,1.59E-09,0,100,25,73%
-41.4269,145.5264,AUS.TAS.335457,30768,28000,17000,5000,1233,2543533105,1013455125,630540399.4,899537580.6,0,588747.3465,143496821.2,0.303963731,0,0,1969558248,0,2.00E-09,0,100,25,54%
-42.061,145.5855,AUS.TAS.335962,27766,33000,17000,5000,1000,2848182298,866530580.1,1263699696,717952022.5,0,469899.5987,127073095.5,0.269173992,0,0,1969558248,0,2.01E-09,0,100,25,64%
