Latitude,Longitude,Location ID,PV Capacity (kW),Wind Turbine Capacity (kW),Genset Capacity (kW),Battery Energy Capacity (kWh),Battery Power Capacity (kW),Total System Generation (kWh),Total PV Generation (kWh),Total Wind Generation (kWh),Total Genset Generation (kWh),Total Battery Generation (kWh),Total CO2 emissions (tonne),System NPC ($),System LCOE ($/kWh),Deficit Hours Fixed,Total Load Reduction (kWh),Total Load Served (kWh),Total Charging Prevented (kWh),Demand Not Served (kWh),Load Reduction Percentage,Demand Met Percentage,Project Lifetime (years),Ren Frac (%)
-28.9634,121.766,AUS.WA.336197,15922,34000,17000,5000,3864,3455190799,883763548.2,2130936248,440491003.1,-77430.8758,288301.3615,91721299.71,0.194289659,3025,0,1969558248,8656248.38,8.07E-10,0,100,25,78%
-27.2296,120.5417,AUS.WA.336234,16588,33000,17000,5000,1739,3292190718,936746728.9,1894927006,460516982.4,-42545.9422,301408.365,93629969.45,0.19833272,3400,0,1969558248,4896214.402,1.05E-09,0,100,25,77%
-21.6784,140.4744,AUS.QLD.335458,16850,34000,17000,5000,5952,3299311226,968911934.9,1802026808,528372483,-87440.22571,345819.7901,100999184.7,0.213942642,4650,0,1969558248,14445317.66,1.25E-09,0,100,25,73%
-20.625,140.6885,AUS.QLD.335574,21024,8000,17000,5000,2399,2585673765,1212042171,451114776.8,922516817.1,-57941.34659,603787.2568,120206134,0.254627975,7625,0,1969558248,15985118.6,2.03E-09,0,100,25,53%
-20.7406,139.9112,AUS.QLD.335769,17042,31000,17000,5000,4856,3158215076,975507640.9,1603187603,579519831.8,-89794.13612,379295.7299,103747730.2,0.219764779,5025,0,1969558248,16208930.29,9.78E-10,0,100,25,71%
-41.8501,145.5144,AUS.TAS.333976,28218,33000,17000,5000,1000,2858695544,879133066.7,1263699696,715862782,-20758.77678,468532.1908,126934369,0.268880134,8525,0,1969558248,6737959.438,1.34E-09,0,100,25,64%
-41.5746,145.7221,AUS.TAS.334055,31178,28000,17000,5000,1000,2530385936,986376302.6,630540399.4,913469234.4,-21267.84355,597865.6139,145345536.8,0.307879794,11750,0,1969558248,9378993.357,1.07E-09,0,100,25,54%
-41.2245,148.0131,AUS.TAS.334077,21549,31000,17000,5000,1169,3419655722,787136698.1,2139979819,492539204.9,-23301.949,322366.9096,97214128.56,0.205924905,4475,0,1969558248,4476221.447,7.05E-10,0,100,25,75%
-25.5443,119.348,AUS.WA.568323,20911,9000,17000,5000,2318,2598928142,1203421219,562551819.1,832955103.1,-51341.17928,545169.115,114324613.4,0.242169379,6225,0,1969558248,12089345.1,2.09E-09,0,100,25,58%
-24.237,115.9535,AUS.WA.652958,17661,30000,17000,5000,1719,3161757860,1045557022,1534259718,581941119.8,-44282.22715,380880.4629,103281264.3,0.218776682,4525,0,1969558248,6482069.672,1.00E-09,0,100,25,70%
-27.5191,120.588,AUS.WA.652960,16765,33000,17000,5000,5895,3355132936,953072932.3,1946292734,455767269.4,-80789.30948,298299.6778,93054851.59,0.19711447,3100,0,1969558248,8311478.392,8.19E-10,0,100,25,77%
-31.9665,141.465,AUS.NSW.335554,23146,9000,17000,5000,2340,2657170023,1248967004,553321245.2,854881774.3,-45783.91824,559520.1213,117332455.8,0.248540774,3775,0,1969558248,7610952.082,2.34E-09,0,100,25,57%
-32.0637,146.3085,AUS.NSW.335658,16530,34000,17000,5000,7019,3097665743,844297575.3,1680933383,572434784.3,-80207.92373,374658.5663,106175676.5,0.224907803,4075,0,1969558248,11745888.33,1.55E-09,0,100,25,71%
-33.4574,148.9957,AUS.NSW.335835,24838,24000,17000,5000,1755,2599589445,1134584262,561956762.5,903048421.2,-44625.99933,591045.1917,134892275.2,0.285737057,5725,0,1969558248,8825982.587,2.05E-09,0,100,25,54%
-21.7224,122.2109,AUS.WA.335840,18323,32000,17000,5000,1043,3190913940,1047559782,1624582480,518771678.2,-22927.54801,339536.0634,98838272.7,0.209365266,3950,0,1969558248,3241355.802,1.06E-09,0,100,25,74%
-17.7501,127.8329,AUS.WA.335844,20289,31000,17000,5000,1002,3015469043,1124452525,1279024704,611991814.9,-21181.13519,400548.6428,109343518.6,0.23161812,3350,0,1969558248,2545248.59,7.50E-10,0,100,25,69%
-26.9179,118.6444,AUS.WA.336035,20664,9000,17000,5000,2391,2605517819,1195964141,597891484.5,811662193.2,-52161.86918,531232.9055,112273188.7,0.237823926,6175,0,1969558248,12226590.92,1.72E-09,0,100,25,59%
-30.3934,121.652,AUS.WA.334649,16355,34000,17000,5000,1000,3480149696,885546134.8,2152770032,441833529.4,-21027.79015,289180.045,92457812.05,0.195849785,3950,0,1969558248,3119999.669,8.98E-10,0,100,25,78%
-20.8108,117.0665,AUS.WA.334705,18261,28000,17000,5000,1005,2980093654,1094185394,1293654749,592253509.9,-21877.86244,387629.9223,102804031.7,0.217765779,4700,0,1969558248,3744854.955,8.87E-10,0,100,25,70%
-31.1389,121.6784,AUS.WA.334902,15862,33000,17000,5000,1002,3382790547,858350496.5,2064780329,459659721.5,-21059.15628,300847.2877,93396148.12,0.197837426,4350,0,1969558248,3444074.181,8.64E-10,0,100,25,77%
-25.5406,119.3281,AUS.WA.519582,20137,9000,17000,5000,2425,2553887937,1153298298,562551819.1,838037819.9,-54134.78782,548495.7531,114627518.5,0.242811011,6525,0,1969558248,13082223.2,2.00E-09,0,100,25,57%
-20.7886,122.1966,AUS.WA.557598,20365,9000,17000,5000,2961,2540274827,1178572606,518352618.2,843349603,-67125.84796,551972.3151,114874368.6,0.243333904,5700,0,1969558248,14448453.4,1.50E-09,0,100,25,57%
-31.8199,123.1924,AUS.WA.561110,22974,6000,17000,10000,1864,2559943188,1196915912,418900034.8,944127240.9,-35305.64904,617931.2792,124567202,0.263865856,6975,0,1969558248,10342575.05,1.68E-09,0,100,25,52%
