Latitude,Longitude,Location ID,PV Capacity (kW),Wind Turbine Capacity (kW),Genset Capacity (kW),Battery Energy Capacity (kWh),Battery Power Capacity (kW),Total System Generation (kWh),Total PV Generation (kWh),Total Wind Generation (kWh),Total Genset Generation (kWh),Total Battery Generation (kWh),Total CO2 emissions (tonne),Specific Carbon Emission (kg/kWh),Specific Carbon Emission Reduction (%),System NPC ($),System LCOE ($/kWh),Deficit Hours Fixed,Total Load Reduction (kWh),Total Load Served (kWh),Total Charging Prevented (kWh),Demand Not Served (kWh),Load Reduction Percentage,Demand Met Percentage,Project Lifetime (years),Ren Frac (%),Specific Carbon Emission_DG (kg/kWh)
-12.9681,131.1124,AUS.NT.335011,26589,5000,17000,12000,1849,2571207655,1344709587,147833082.3,1078664986,-15540.92477,705986.2334,0.358,49%,136237693.3,0.288587003,49825,1.14E-09,1969558248,36947560.53,0,5.77E-17,100,25,58%,
-19.5535,134.0588,AUS.NT.335952,29806,10000,17000,5000,2474,3099965114,1704895018,628177422.2,766892673.7,-27597.79373,501931.255,0.255,64%,113455419.1,0.240328198,20100,1.73E-09,1969558248,21937301.63,0,8.77E-17,100,25,75%,
-30.3934,121.652,AUS.WA.334649,16355,34000,17000,5000,1000,3480149696,885546134.8,2152770032,441833529.4,-8372.600679,289180.045,0.147,79%,92457812.05,0.195849785,19875,7.62E-10,1969558248,14076808.96,0,3.87E-17,100,25,87%,
-20.8108,117.0665,AUS.WA.334705,18261,28000,17000,5000,1005,2980093654,1094185394,1293654749,592253509.9,-9012.017612,387629.9223,0.197,72%,102804031.7,0.217765779,23800,8.87E-10,1969558248,15109583.79,0,4.50E-17,100,25,80%,
-31.1389,121.6784,AUS.WA.334902,29852,10000,17000,5000,2373,3078517516,1615395564,682156445.3,780965506.7,-26111.8978,511141.9241,0.260,63%,114421197.9,0.24237397,20975,2.11E-09,1969558248,23006025.74,0,1.07E-16,100,25,75%,
-21.7224,122.2109,AUS.WA.335840,21036,9000,17000,5000,2203,2558689936,1202665928,503360549.2,852663459.3,-25441.12155,558068.2341,0.283,60%,115925331.3,0.245560117,23000,2.44E-09,1969558248,22516420.27,0,1.24E-16,100,25,67%,
-17.7501,127.8329,AUS.WA.335844,20289,31000,17000,5000,1002,3015469043,1124452525,1279024704,611991814.9,-9654.403678,400548.6428,0.203,71%,109343518.6,0.23161812,24425,7.05E-10,1969558248,16039671.08,0,3.58E-17,100,25,80%,
-26.9179,118.6444,AUS.WA.336035,20664,9000,17000,5000,2391,2605517819,1195964141,597891484.5,811662193.2,-26503.29369,531232.9055,0.270,62%,112273188.7,0.237823926,20250,1.77E-09,1969558248,23744685.71,0,9.00E-17,100,25,69%,
-21.6549,121.5709,AUS.WA.335579,20918,9000,17000,5000,1895,2558983675,1196185642,511574070.1,851223963,-22329.11779,557126.0838,0.283,60%,115642052.8,0.24496006,25900,2.46E-09,1969558248,21966390.9,0,1.25E-16,100,25,67%,
-22.1991,122.3141,AUS.WA.335631,25128,9000,17000,5000,2444,2779178476,1440392397,488239449.4,850546629.6,-27486.8549,556682.7691,0.283,60%,117431557.6,0.248750698,21775,1.85E-09,1969558248,22339520.52,0,9.41E-17,100,25,69%,
-29.1785,116.9774,AUS.WA.335652,30739,10000,17000,5000,2682,3171879357,1741715445,653271706.8,776892205.6,-29175.00306,508475.9486,0.258,63%,114251818.6,0.242015181,20725,1.55E-09,1969558248,22499746.55,0,7.85E-17,100,25,76%,
-20.8771,117.8091,AUS.WA.333611,21634,8000,17000,5000,2574,2576428582,1288506084,392800204.8,895122293.2,-27244.6426,585857.5409,0.297,58%,118010399.1,0.249976835,24125,2.34E-09,1969558248,22067923.65,0,1.19E-16,100,25,65%,
-27.599,120.5777,AUS.WA.333803,24867,8000,17000,10000,1855,2781298848,1407176630,519240164.8,854882053.3,-18812.51379,559520.3039,0.284,59%,118680797.5,0.251396914,41325,1.92E-09,1969558248,43231248.36,0,9.76E-17,100,25,69%,
-28.7772,116.9626,AUS.WA.333890,31305,10000,17000,5000,2504,3209886114,1783524840,653271706.8,773089567,-27250.71361,505987.1216,0.257,63%,114083625.5,0.241658904,20725,1.52E-09,1969558248,22616457.58,0,7.73E-17,100,25,76%,
-31.1778,121.6783,AUS.WA.652961,20903,10000,17000,7000,1008,2607371465,1120906284,682156445.3,804308735.6,-9571.484701,526420.0674,0.267,62%,113591360.3,0.240616157,44125,1.64E-09,1969558248,30544769.1,0,8.31E-17,100,25,69%,
-28.302,120.492,AUS.WA.652962,21329,9000,17000,5000,2340,2629946873,1210397391,597773083.6,821776398.7,-25980.93011,537852.6529,0.273,61%,113372014.8,0.240151526,21300,1.71E-09,1969558248,23135978.28,0,8.66E-17,100,25,69%,
-31.2864,122.838,AUS.WA.652969,17102,33000,17000,5000,1056,3513763622,910952669,2135734678,467076275.2,-9181.126488,305701.4221,0.155,78%,94372381.37,0.199905342,19125,9.21E-10,1969558248,14696514.08,0,4.68E-17,100,25,87%,
-28.6691,116.3796,AUS.WA.336142,21019,10000,17000,7000,1022,2648179864,1194685703,658052749.6,795441411.5,-10017.53762,520616.4039,0.264,62%,112648548.5,0.238619036,44000,1.19E-09,1969558248,30359852.39,0,6.06E-17,100,25,70%,
-28.9634,121.766,AUS.WA.336197,31517,10000,17000,5000,2466,3201194616,1749371830,686123134,765699652.3,-27198.1984,501150.4224,0.254,64%,113905281.6,0.241281125,19975,1.91E-09,1969558248,22424363.05,0,9.70E-17,100,25,76%,
-27.2296,120.5417,AUS.WA.336234,16588,33000,17000,5000,1739,3292190718,936746728.9,1894927006,460516982.4,-17789.41052,301408.365,0.153,78%,93629969.45,0.19833272,14250,1.02E-09,1969558248,13554923.3,0,5.19E-17,100,25,86%,
-21.117,116.8296,AUS.WA.333387,18441,28000,17000,5000,1007,2978467647,1087108474,1293654749,597704423.4,-9026.446194,391197.5451,0.199,72%,103525327.5,0.219293672,23725,8.87E-10,1969558248,15082255.77,0,4.50E-17,100,25,80%,
-20.7571,117.7045,AUS.WA.333525,24105,9000,17000,5000,2406,2743091115,1443843630,441428931.3,857818553.7,-25996.99613,561442.2434,0.285,59%,116699520,0.247200051,22650,1.93E-09,1969558248,21625294.28,0,9.81E-17,100,25,69%,
-17.3472,128.0235,AUS.WA.333595,22024,6000,17000,10000,1958,2474781985,1202786637,252568524.3,1019426823,-18874.59126,667214.8556,0.339,52%,129404934.8,0.274113437,47625,1.92E-09,1969558248,39829909.63,0,9.76E-17,100,25,59%,
-33.9763,137.689,AUS.SA.336892,29411,10000,17000,5000,2474,2948230846,1422765531,782990534.5,742474781.2,-25880.73157,485949.7443,0.247,65%,111931735.2,0.237100638,19800,1.30E-09,1969558248,21385946.29,0,6.58E-17,100,25,75%,
-34.0407,137.6207,AUS.SA.337525,21782,11000,17000,5000,1029,2643572190,1056991289,858596670.2,727984230.8,-10558.39862,476465.6791,0.242,65%,107582063.5,0.227886898,33325,1.73E-09,1969558248,21027637.27,0,8.77E-17,100,25,72%,
-34.5375,137.8722,AUS.SA.529299,17752,30000,17000,5000,1761,3370307418,814884008.2,2039778053,515645356.6,-14995.85705,337489.8859,0.171,76%,96627687.56,0.20468267,14475,8.87E-10,1969558248,13517185.44,0,4.50E-17,100,25,85%,
-31.2166,121.68,AUS.WA.335722,33139,10000,17000,5000,2947,3263912912,1806395530,682156445.3,775360936.8,-33116.92934,507473.7331,0.258,63%,115429588.8,0.244510005,20300,2.07E-09,1969558248,22726022.61,0,1.05E-16,100,25,76%,
-26.9204,120.379,AUS.WA.335749,16508,34000,17000,5000,7049,3338988654,940303406.8,1944182048,454503198.9,-42002.0018,297472.3437,0.151,78%,93683627.86,0.198446383,7025,1.11E-09,1969558248,13287246.04,0,5.66E-17,100,25,86%,
-28.7452,116.9436,AUS.WA.335838,29803,10000,17000,5000,2517,3139745836,1715185582,655852636.9,768707616.3,-27429.41707,503119.1348,0.255,64%,113087529.3,0.239548912,20250,1.75E-09,1969558248,22749330.54,0,8.89E-17,100,25,76%,
-41.7824,145.434,AUS.TAS.336113,26488,33000,17000,5000,1000,2790549828,798848559.4,1263699696,728001572.7,-9442.226989,476477.0293,0.242,65%,127435535.8,0.269941736,23625,1.30E-09,1969558248,14521649.92,0,6.58E-17,100,25,74%,
-37.6078,142.6124,AUS.VIC.467811,24445,31000,17000,5000,3602,2727628115,985851382,998224571.5,743552161.9,-43831.46088,486654.8899,0.247,65%,125767648.6,0.266408715,14800,1.73E-09,1969558248,16666180.06,0,8.77E-17,100,25,73%,
-20.9168,116.8861,AUS.WA.333298,23584,9000,17000,5000,2478,2699783157,1397721834,446915386.6,855145935.9,-26559.1461,559693.015,0.284,59%,116465073.7,0.246703433,23825,1.86E-09,1969558248,21964764.83,0,9.47E-17,100,25,68%,
-26.0954,127.7274,AUS.WA.434546,23071,6000,17000,9000,1821,2603464390,1288294211,376013629.7,939156548.9,-19689.38163,614677.9612,0.312,55%,122896705.8,0.260327309,40600,2.18E-09,1969558248,37217498.4,0,1.11E-16,100,25,64%,
-31.1931,121.6785,AUS.WA.513745,29813,10000,17000,5000,2558,3062584874,1596267565,682156445.3,784160863.9,-28031.95132,513233.2855,0.261,63%,114881550.1,0.243349116,20675,2.18E-09,1969558248,23063898.64,0,1.11E-16,100,25,74%,
-28.4839,121.17,AUS.WA.515724,29854,10000,17000,5000,2481,3118836065,1674671455,679852250.4,764312359.7,-27413.03189,500242.4394,0.254,64%,113024791.7,0.239416017,20350,2.56E-09,1969558248,22590695.97,0,1.30E-16,100,25,75%,
-31.1785,121.6775,AUS.WA.334537,20903,10000,17000,7000,1008,2607371465,1120906284,682156445.3,804308735.6,-9571.484701,526420.0674,0.267,62%,113591360.3,0.240616157,44125,1.64E-09,1969558248,30544769.1,0,8.31E-17,100,25,69%,
-21.147,119.2055,AUS.WA.334568,19471,25000,17000,5000,1000,3012366407,1135954955,1251386743,625024709.2,-9270.456851,409078.6722,0.208,70%,103599552.4,0.2194509,23850,8.41E-10,1969558248,15014702.53,0,4.27E-17,100,25,79%,
-24.6431,118.5873,AUS.WA.334629,22226,9000,17000,5000,2081,2657688296,1280978783,528213184.5,848496328.2,-24538.94182,555340.8468,0.282,60%,115925517.6,0.245560512,21700,2.24E-09,1969558248,22319081.91,0,1.14E-16,100,25,68%,
-28.4868,122.2385,AUS.WA.334147,15932,14000,17000,5000,2617,2526673387,891875511.9,955134009.6,679663865.3,-27686.67442,444839.9998,0.226,68%,102372513.6,0.216851711,17375,1.80E-09,1969558248,22177019.41,0,9.12E-17,100,25,73%,
-28.409,121.1478,AUS.WA.334181,31216,10000,17000,5000,2503,3209795482,1767454345,679852250.4,762488887.2,-27838.69163,499048.9767,0.253,64%,113479815,0.240379875,20125,2.67E-09,1969558248,22632104.25,0,1.36E-16,100,25,76%,
-30.9106,121.7167,AUS.WA.334445,24052,9000,17000,5000,2476,2738747088,1298027621,614865521.5,825853945.4,-27135.63646,540521.4073,0.274,61%,115314393.9,0.244265993,21850,2.06E-09,1969558248,23264207.5,0,1.04E-16,100,25,70%,
