Latitude,Longitude,Location ID,PV Capacity (kW),Wind Turbine Capacity (kW),Genset Capacity (kW),Battery Energy Capacity (kWh),Battery Power Capacity (kW),Total System Generation (kWh),Total PV Generation (kWh),Total Wind Generation (kWh),Total Genset Generation (kWh),Total Battery Generation (kWh),Total CO2 emissions (tonne),Specific Carbon Emission (kg/kWh),Specific Carbon Emission Reduction (%),System NPC ($),System LCOE ($/kWh),Deficit Hours Fixed,Total Load Reduction (kWh),Total Load Served (kWh),Total Charging Prevented (kWh),Demand Not Served (kWh),Load Reduction Percentage,Demand Met Percentage,Project Lifetime (years),Ren Frac (%),Specific Carbon Emission_DG (kg/kWh)
-41.2245,148.0131,AUS.TAS.334077,21549,31000,17000,5000,1169,3419655722,787136698.1,2139979819,492539204.9,-15620.59996,322366.9096,0.164,77%,97214128.56,0.205924905,7525,2.27E-11,1969558248,5650681.477,0,1.15E-18,100,25,86%,
-30.3934,121.652,AUS.WA.334649,16355,34000,17000,5000,1000,3480149696,885546134.8,2152770032,441833529.4,-15740.8,289180.045,0.147,79%,92457812.05,0.195849785,6100,1.36E-10,1969558248,4157029.189,0,6.93E-18,100,25,87%,
-20.8108,117.0665,AUS.WA.334705,18261,28000,17000,5000,1005,2980093654,1094185394,1293654749,592253509.9,-14835.70099,387629.9223,0.197,72%,102804031.7,0.217765779,5250,9.09E-11,1969558248,3486325.432,0,4.62E-18,100,25,80%,
-31.1389,121.6784,AUS.WA.334902,29852,10000,17000,5000,2373,3078517516,1615395564,682156445.3,780965506.7,-38873.7287,511141.9241,0.260,63%,114421197.9,0.24237397,3875,0,1969558248,4174148.08,0,0,100,25,75%,
-31.1785,121.6775,AUS.WA.334537,20903,10000,17000,7000,1008,2607371465,1120906284,682156445.3,804308735.6,-14735.93154,526420.0674,0.267,62%,113591360.3,0.240616157,6425,4.55E-11,1969558248,4426053.118,0,2.31E-18,100,25,69%,
-21.147,119.2055,AUS.WA.334568,19471,25000,17000,5000,1000,3012366407,1135954955,1251386743,625024709.2,-14700.10102,409078.6722,0.208,70%,103599552.4,0.2194509,4575,1.59E-10,1969558248,3095178.222,0,8.08E-18,100,25,79%,
-24.6431,118.5873,AUS.WA.334629,22226,9000,17000,5000,2081,2657688296,1280978783,528213184.5,848496328.2,-36686.10183,555340.8468,0.282,60%,115925517.6,0.245560512,3600,4.55E-11,1969558248,4469676.129,0,2.31E-18,100,25,68%,
-12.9939,130.9975,AUS.NT.336105,26040,9000,17000,5000,2681,2595098418,1318095601,264098340.4,1012904477,-39998.60917,662945.9801,0.337,52%,131752978.6,0.279087207,3250,0,1969558248,5319042.956,0,0,100,25,61%,
-19.6671,134.22,AUS.NT.336129,19793,10000,17000,6000,1201,2564144779,1138509611,632841678.4,792793489.6,-20842.38443,518883.339,0.263,62%,111857398.1,0.236943173,6050,2.05E-10,1969558248,4658539.233,0,1.04E-17,100,25,69%,
-22.6868,136.2415,AUS.NT.336208,15913,33000,17000,5000,1000,3285334553,918183341.4,1866190619,500960592.7,-14148.12932,327878.7079,0.166,76%,97735436.38,0.207029171,6575,9.09E-11,1969558248,4131342.227,0,4.62E-18,100,25,85%,
-20.1656,139.4582,AUS.QLD.334842,23598,9000,17000,5000,2406,2728127003,1347945514,493686891.1,886494597.9,-36720.51298,580210.7143,0.295,58%,119507475,0.253148033,2475,2.27E-11,1969558248,3469558.775,0,1.15E-18,100,25,68%,
-18.609,143.993,AUS.QLD.334950,22938,6000,17000,9000,1840,2579280277,1275410531,315501145,988368600.4,-30421.48639,646887.249,0.328,53%,126828204.8,0.26865525,4000,1.59E-10,1969558248,4845174.261,0,8.08E-18,100,25,62%,
-20.7187,140.6487,AUS.QLD.334977,22587,6000,17000,9000,1778,2606287632,1293917288,339794379.7,972575964.1,-29297.11636,636550.9685,0.323,54%,124580712.6,0.263894475,3075,1.14E-10,1969558248,3837889.235,0,5.77E-18,100,25,63%,
-31.2166,121.68,AUS.WA.335722,33139,10000,17000,5000,2947,3263912912,1806395530,682156445.3,775360936.8,-43625.30925,507473.7331,0.258,63%,115429588.8,0.244510005,3675,0,1969558248,4282594.156,0,0,100,25,76%,
-26.9204,120.379,AUS.WA.335749,16508,34000,17000,5000,7049,3338988654,940303406.8,1944182048,454503198.9,-54767.84456,297472.3437,0.151,78%,93683627.86,0.198446383,7625,0,1969558248,13018823.8,0,0,100,25,86%,
-28.7452,116.9436,AUS.WA.335838,29803,10000,17000,5000,2517,3139745836,1715185582,655852636.9,768707616.3,-38617.52523,503119.1348,0.255,64%,113087529.3,0.239548912,4550,0,1969558248,4551446.101,0,0,100,25,76%,
-19.6961,139.366,AUS.QLD.333779,23564,9000,17000,5000,2591,2693361984,1315791659,486704593.4,890865731.5,-38477.32185,583071.6212,0.296,58%,120222814.3,0.254663308,3325,0,1969558248,4708011.919,0,0,100,25,67%,
-22.0939,140.5736,AUS.QLD.333785,20164,8000,17000,5000,2574,2551602196,1171939524,465054279.7,914608392.5,-37039.51287,598611.1929,0.304,57%,119238175.4,0.252577586,3250,0,1969558248,5535072.056,0,0,100,25,64%,
-20.7216,139.4782,AUS.QLD.333873,23508,9000,17000,5000,2405,2727723255,1333824732,506984286.9,886914236.9,-37278.16089,580485.368,0.295,58%,119553629.5,0.2532458,3225,0,1969558248,4342928.488,0,0,100,25,67%,
-20.7759,140.0445,AUS.QLD.334400,22849,6000,17000,9000,1765,2622728505,1312965815,343672102.8,966090588,-28544.01009,632306.2898,0.321,54%,124236309.6,0.263164939,2725,2.27E-11,1969558248,3212329.594,0,1.15E-18,100,25,63%,
-20.7216,139.4782,AUS.QLD.334462,23508,9000,17000,5000,2405,2727723255,1333824732,506984286.9,886914236.9,-37278.16089,580485.368,0.295,58%,119553629.5,0.2532458,3225,0,1969558248,4342928.488,0,0,100,25,67%,
-21.0446,139.9062,AUS.QLD.334660,16840,31000,17000,5000,6171,3151472965,957937020.9,1626458328,567077615.3,-60385.18167,371152.2992,0.188,73%,102408617.1,0.216928188,6600,2.27E-11,1969558248,11448733.03,0,1.15E-18,100,25,82%,
-28.4868,122.2385,AUS.WA.334147,15932,14000,17000,5000,2617,2526673387,891875511.9,955134009.6,679663865.3,-39424.05644,444839.9998,0.226,68%,102372513.6,0.216851711,9850,0,1969558248,13742858.67,0,0,100,25,73%,
-28.409,121.1478,AUS.WA.334181,31216,10000,17000,5000,2503,3209795482,1767454345,679852250.4,762488887.2,-39722.75768,499048.9767,0.253,64%,113479815,0.240379875,4225,0,1969558248,4221539.232,0,0,100,25,76%,
-30.9106,121.7167,AUS.WA.334445,24052,9000,17000,5000,2476,2738747088,1298027621,614865521.5,825853945.4,-39522.65696,540521.4073,0.274,61%,115314393.9,0.244265993,4450,0,1969558248,5395236.397,0,0,100,25,70%,
-26.0954,127.7274,AUS.WA.434546,23071,6000,17000,9000,1821,2603464390,1288294211,376013629.7,939156548.9,-30382.85982,614677.9612,0.312,55%,122896705.8,0.260327309,3400,3.18E-10,1969558248,4386949.244,0,1.62E-17,100,25,64%,
-31.1931,121.6785,AUS.WA.513745,29813,10000,17000,5000,2558,3062584874,1596267565,682156445.3,784160863.9,-39222.66519,513233.2855,0.261,63%,114881550.1,0.243349116,4275,0,1969558248,5095963.382,0,0,100,25,74%,
-28.4839,121.17,AUS.WA.515724,29854,10000,17000,5000,2481,3118836065,1674671455,679852250.4,764312359.7,-38763.04204,500242.4394,0.254,64%,113024791.7,0.239416017,4625,0,1969558248,4559634.875,0,0,100,25,75%,
-19.7033,134.2407,AUS.NT.334173,20197,10000,17000,5000,2048,2586312534,1164752095,632841678.4,788718760.2,-37947.78788,516216.4286,0.262,63%,111158838.2,0.235463441,6075,1.36E-10,1969558248,6568486.061,0,6.93E-18,100,25,70%,
-19.4354,134.0661,AUS.NT.334279,21055,10000,17000,6000,1265,2638191881,1219169258,632841678.4,786180944.4,-21064.01258,514555.4281,0.261,63%,111681861.2,0.23657134,5150,1.14E-10,1969558248,3966550.329,0,5.77E-18,100,25,70%,
-19.7115,134.2901,AUS.NT.334637,31343,10000,17000,5000,2463,3203135413,1808917224,632841678.4,761376510.5,-38591.83149,498320.9261,0.253,64%,113494125.4,0.240410189,4050,2.27E-11,1969558248,3798003.389,0,1.15E-18,100,25,76%,
