Latitude,Longitude,Location ID,PV Capacity (kW),Wind Turbine Capacity (kW),Genset Capacity (kW),Battery Energy Capacity (kWh),Battery Power Capacity (kW),Total System Generation (kWh),Total PV Generation (kWh),Total Wind Generation (kWh),Total Genset Generation (kWh),Total Battery Generation (kWh),Total CO2 emissions (tonne),Specific Carbon Emission (kg/kWh),Specific Carbon Emission Reduction (%),System NPC ($),System LCOE ($/kWh),Deficit Hours Fixed,Total Load Reduction (kWh),Total Load Served (kWh),Total Charging Prevented (kWh),Demand Not Served (kWh),Load Reduction Percentage,Demand Met Percentage,Project Lifetime (years),Ren Frac (%),Specific Carbon Emission_DG (kg/kWh)
-20.7216,139.4782,AUS.QLD.333873,23508,9000,17000,5000,2405,2727723255,1333824732,506984286.9,886914236.9,-58742.84794,580485.368,0.295,58%,119553629.5,0.2532458,9025,2.09E-09,1969558248,16039538.39,0,1.06E-16,100,25,67%,
-28.6691,116.3796,AUS.WA.336142,21019,10000,17000,7000,1022,2648179864,1194685703,658052749.6,795441411.5,-19327.06524,520616.4039,0.264,62%,112648548.5,0.238619036,8400,1.28E-09,1969558248,5431313.895,0,6.52E-17,100,25,70%,
-28.9634,121.766,AUS.WA.336197,15922,34000,17000,5000,3864,3455190799,883763548.2,2130936248,440491003.1,-77430.8758,288301.3615,0.146,79%,91721299.71,0.194289659,3700,8.07E-10,1969558248,8656248.38,0,4.10E-17,100,25,87%,
-27.2296,120.5417,AUS.WA.336234,20937,9000,17000,5000,2165,2591669973,1182339082,569325999.4,840004891.4,-47644.99906,549783.2014,0.279,60%,115077827.1,0.243764882,7975,2.82E-09,1969558248,11002619.31,0,1.43E-16,100,25,68%,
-25.5443,119.348,AUS.WA.568323,20911,9000,17000,5000,2318,2598928142,1203421219,562551819.1,832955103.1,-51341.17928,545169.115,0.277,61%,114324613.4,0.242169379,7925,2.09E-09,1969558248,12089345.1,0,1.06E-16,100,25,68%,
-24.237,115.9535,AUS.WA.652958,17661,30000,17000,5000,1719,3161757860,1045557022,1534259718,581941119.8,-44282.22715,380880.4629,0.193,72%,103281264.3,0.218776682,5400,1.00E-09,1969558248,6482069.672,0,5.08E-17,100,25,82%,
-27.5191,120.588,AUS.WA.652960,20675,9000,17000,5000,2438,2593375404,1175351194,583355641.8,834668567.3,-52690.53107,546290.5773,0.277,60%,114294741.3,0.242106102,7875,2.65E-09,1969558248,12028915.04,0,1.34E-16,100,25,68%,
-31.1785,121.6775,AUS.WA.334537,20903,10000,17000,7000,1008,2607371465,1120906284,682156445.3,804308735.6,-18742.08495,526420.0674,0.267,62%,113591360.3,0.240616157,8375,1.57E-09,1969558248,5249921.951,0,7.97E-17,100,25,69%,
-21.147,119.2055,AUS.WA.334568,24425,9000,17000,5000,2323,2755872674,1424974137,479471462.5,851427074.7,-51080.45956,557259.0204,0.283,60%,116535085.5,0.246851736,6975,1.52E-09,1969558248,11763118.87,0,7.73E-17,100,25,69%,
-24.6431,118.5873,AUS.WA.334629,22668,6000,17000,9000,1838,2600154902,1306453038,354245468.1,939456395.4,-36621.02093,614874.2108,0.312,55%,122358988,0.259188282,8075,1.61E-09,1969558248,9687996.373,0,8.20E-17,100,25,64%,
-20.8684,116.8655,AUS.WA.335166,18082,28000,17000,5000,1006,2963021191,1074432074,1293654749,594934367.6,-21983.99711,389384.5436,0.198,72%,103029303,0.218242963,5350,8.87E-10,1969558248,3707937.064,0,4.50E-17,100,25,80%,
-21.2035,119.2383,AUS.WA.335341,24883,9000,17000,5000,2359,2781737553,1452238259,479471462.5,850027830.8,-51232.97564,556343.2152,0.282,60%,116604051,0.246997823,6750,1.46E-09,1969558248,11888820.05,0,7.39E-17,100,25,69%,
-27.3105,120.5528,AUS.WA.335342,20560,9000,17000,5000,2559,2589122591,1169813591,583355641.8,835953358.2,-54255.93238,547131.4729,0.278,60%,114486399.2,0.242512083,7850,2.56E-09,1969558248,12552750.14,0,1.30E-16,100,25,68%,
-31.2166,121.68,AUS.WA.335722,33139,10000,17000,5000,2947,3263912912,1806395530,682156445.3,775360936.8,-67031.99278,507473.7331,0.258,63%,115429588.8,0.244510005,5650,1.86E-09,1969558248,10303695.17,0,9.47E-17,100,25,76%,
-26.9204,120.379,AUS.WA.335749,16508,34000,17000,5000,7049,3338988654,940303406.8,1944182048,454503198.9,-79423.46577,297472.3437,0.151,78%,93683627.86,0.198446383,3800,1.02E-09,1969558248,8082222.237,0,5.19E-17,100,25,86%,
-28.7452,116.9436,AUS.WA.335838,29803,10000,17000,5000,2517,3139745836,1715185582,655852636.9,768707616.3,-55002.7894,503119.1348,0.255,64%,113087529.3,0.239548912,6225,1.73E-09,1969558248,10585217.34,0,8.77E-17,100,25,76%,
-32.2205,147.448,AUS.NSW.467218,27485,10000,17000,5000,2600,2783068983,1372976146,509534159.8,900558677.2,-58177.23133,589415.6542,0.299,57%,124531411.5,0.263790042,7850,1.88E-09,1969558248,12983482.15,0,9.52E-17,100,25,68%,
-29.3469,151.5477,AUS.NSW.467228,19978,31000,17000,6000,1000,2879511500,962701857.7,1235356151,681453491.6,-20184.67868,446011.3102,0.226,68%,116310177.4,0.246375322,5950,6.37E-10,1969558248,3935776.932,0,3.23E-17,100,25,76%,
-31.5303,146.6862,AUS.NSW.529220,24085,9000,17000,5000,2560,2628181528,1248312504,453452996.5,926416028.1,-60669.1326,606339.2904,0.308,56%,124060128.4,0.262791741,9100,2.71E-09,1969558248,14833664.74,0,1.37E-16,100,25,65%,
-30.3934,121.652,AUS.WA.334649,30799,10000,17000,5000,2513,3135659183,1667616584,693029409.3,775013189.2,-52455.55791,507246.1323,0.258,63%,114555517.9,0.242658495,6175,2.16E-09,1969558248,9264883.438,0,1.10E-16,100,25,75%,
-20.8108,117.0665,AUS.WA.334705,18261,28000,17000,5000,1005,2980093654,1094185394,1293654749,592253509.9,-21877.86244,387629.9223,0.197,72%,102804031.7,0.217765779,5325,8.87E-10,1969558248,3744854.955,0,4.50E-17,100,25,80%,
-31.1389,121.6784,AUS.WA.334902,29852,10000,17000,5000,2373,3078517516,1615395564,682156445.3,780965506.7,-50604.53329,511141.9241,0.260,63%,114421197.9,0.24237397,6000,1.98E-09,1969558248,8774610.014,0,1.00E-16,100,25,75%,
-26.0954,127.7274,AUS.WA.434546,21211,9000,17000,5000,2209,2590220217,1184431564,562039899.2,843748753.3,-44407.45615,552233.559,0.280,60%,115585131.1,0.244839484,6050,2.08E-09,1969558248,8148034.45,0,1.06E-16,100,25,67%,
-31.1931,121.6785,AUS.WA.513745,29813,10000,17000,5000,2558,3062584874,1596267565,682156445.3,784160863.9,-54884.61968,513233.2855,0.261,63%,114881550.1,0.243349116,6075,2.02E-09,1969558248,9264899.974,0,1.03E-16,100,25,74%,
-28.4839,121.17,AUS.WA.515724,17263,31000,17000,6000,1000,3373680771,968376735.7,1947031125,458272909.8,-20681.38989,299939.6194,0.152,78%,92171776.21,0.195243886,4475,4.77E-10,1969558248,2988252.303,0,2.42E-17,100,25,86%,
-31.1778,121.6783,AUS.WA.652961,20903,10000,17000,7000,1008,2607371465,1120906284,682156445.3,804308735.6,-18742.08495,526420.0674,0.267,62%,113591360.3,0.240616157,8375,1.57E-09,1969558248,5249921.951,0,7.97E-17,100,25,69%,
-28.302,120.492,AUS.WA.652962,21329,9000,17000,5000,2340,2629946873,1210397391,597773083.6,821776398.7,-50332.07155,537852.6529,0.273,61%,113372014.8,0.240151526,6800,1.84E-09,1969558248,10937042.52,0,9.35E-17,100,25,69%,
-31.2864,122.838,AUS.WA.652969,28644,10000,17000,5000,2528,3013949074,1525744247,700895980,787308846.8,-53904.77035,515293.6402,0.262,63%,114593596.1,0.242739155,5700,1.85E-09,1969558248,8890641.234,0,9.41E-17,100,25,74%,
-19.7033,134.2407,AUS.NT.334173,20197,10000,17000,5000,2048,2586312534,1164752095,632841678.4,788718760.2,-48721.8119,516216.4286,0.262,63%,111158838.2,0.235463441,7700,2.01E-09,1969558248,11542614.24,0,1.02E-16,100,25,70%,
-19.4354,134.0661,AUS.NT.334279,21055,10000,17000,6000,1265,2638191881,1219169258,632841678.4,786180944.4,-27221.13239,514555.4281,0.261,63%,111681861.2,0.23657134,8100,1.78E-09,1969558248,6845520.042,0,9.06E-17,100,25,70%,
-19.7115,134.2901,AUS.NT.334637,31343,10000,17000,5000,2463,3203135413,1808917224,632841678.4,761376510.5,-53794.47297,498320.9261,0.253,64%,113494125.4,0.240410189,7050,1.99E-09,1969558248,12309776.86,0,1.01E-16,100,25,76%,
-31.1637,121.0857,AUS.WA.335026,21299,10000,17000,6000,1232,2616375589,1136385717,679513381.4,800476490.4,-26642.24797,523911.863,0.266,62%,113189796.3,0.23976554,7950,1.93E-09,1969558248,6294819.021,0,9.81E-17,100,25,69%,
-23.432,117.9,AUS.WA.335066,18735,28000,17000,5000,1001,2975796145,1061447820,1260413030,653935295.9,-22097.59635,428000.6512,0.217,69%,109424085.3,0.231788781,5675,1.27E-09,1969558248,3702846.865,0,6.46E-17,100,25,78%,
-32.7509,116.3581,AUS.WA.335111,22270,11000,17000,5000,1212,2629043758,1111689069,777469180.3,739885509.1,-30259.72049,484255.0657,0.246,65%,109384911.2,0.2317058,7925,1.57E-09,1969558248,6755122.376,0,7.97E-17,100,25,72%,
