Latitude,Longitude,Location ID,PV Capacity (kW),Wind Turbine Capacity (kW),Genset Capacity (kW),Battery Energy Capacity (kWh),Battery Power Capacity (kW),Total System Generation (kWh),Total PV Generation (kWh),Total Wind Generation (kWh),Total Genset Generation (kWh),Total Battery Generation (kWh),Total CO2 emissions (tonne),Specific Carbon Emission (kg/kWh),Specific Carbon Emission Reduction (%),System NPC ($),System LCOE ($/kWh),Deficit Hours Fixed,Total Load Reduction (kWh),Total Load Served (kWh),Total Charging Prevented (kWh),Demand Not Served (kWh),Load Reduction Percentage,Demand Met Percentage,Project Lifetime (years),Ren Frac (%),Specific Carbon Emission_DG (kg/kWh)
-31.2586,146.8719,AUS.NSW.334834,18431,33000,17000,5000,6553,3065184715,944282809,1511632623,609269283.9,0,398766.7463,0.202,71%,109978397.8,0.23296296,1225,1.58E-09,1969558248,0,0,8.02E-17,100,25,80%,
-19.7033,134.2407,AUS.NT.334173,20118,7000,17000,5000,1587,2495273007,1160196248,444416342,890660416.5,0,582937.2426,0.296,58%,117375003.2,0.248630901,2225,2.82E-09,1969558248,0,0,1.43E-16,100,25,64%,
-19.4354,134.0661,AUS.NT.334279,18427,33000,17000,5000,6924,3389597249,1066998297,1868994679,453604273.6,0,296883.997,0.151,79%,93073052.42,0.197153024,850,1.09E-09,1969558248,0,0,5.54E-17,100,25,87%,
-19.7115,134.2901,AUS.NT.334637,18502,33000,17000,5000,1028,3389790907,1067819908,1868994679,452976319.9,0,296473.0014,0.151,79%,92932860.5,0.196856061,825,1.07E-09,1969558248,0,0,5.43E-17,100,25,87%,
-41.2021,146.8156,AUS.TAS.334630,21395,30000,17000,6000,1291,3262756553,839863955,1891636252,531256345.7,0,347707.2783,0.177,75%,101093201.6,0.214141794,1275,1.59E-09,1969558248,0,0,8.08E-17,100,25,84%,
-41.4269,145.5264,AUS.TAS.335457,30768,28000,17000,5000,1233,2543533105,1013455125,630540399.4,899537580.6,0,588747.3465,0.299,57%,143496821.2,0.303963731,1575,2.00E-09,1969558248,0,0,1.02E-16,100,25,65%,
-42.061,145.5855,AUS.TAS.335962,27766,33000,17000,5000,1000,2848182298,866530580.1,1263699696,717952022.5,0,469899.5987,0.239,66%,127073095.5,0.269173992,1475,2.01E-09,1969558248,0,0,1.02E-16,100,25,75%,
-20.7759,140.0445,AUS.QLD.334400,22849,6000,17000,9000,1765,2622728505,1312965815,343672102.8,966090588,0,632306.2898,0.321,54%,124236309.6,0.263164939,2450,3.08E-09,1969558248,0,0,1.56E-16,100,25,63%,
-20.7216,139.4782,AUS.QLD.334462,16550,31000,17000,5000,5315,3116902914,939034957.7,1601748220,576119736.2,0,377070.3674,0.191,73%,103012091.7,0.218206505,1025,1.32E-09,1969558248,0,0,6.70E-17,100,25,82%,
-21.0446,139.9062,AUS.QLD.334660,16840,31000,17000,5000,6171,3151472965,957937020.9,1626458328,567077615.3,0,371152.2992,0.188,73%,102408617.1,0.216928188,1125,1.57E-09,1969558248,0,0,7.97E-17,100,25,82%,
-41.8501,145.5144,AUS.TAS.333976,28218,33000,17000,5000,1000,2858695544,879133066.7,1263699696,715862782,0,468532.1908,0.238,66%,126934369,0.268880134,1475,1.90E-09,1969558248,0,0,9.64E-17,100,25,75%,
-41.5746,145.7221,AUS.TAS.334055,31178,28000,17000,5000,1000,2530385936,986376302.6,630540399.4,913469234.4,0,597865.6139,0.304,57%,145345536.8,0.307879794,1425,1.69E-09,1969558248,0,0,8.60E-17,100,25,64%,
-41.2245,148.0131,AUS.TAS.334077,21549,31000,17000,5000,1169,3419655722,787136698.1,2139979819,492539204.9,0,322366.9096,0.164,77%,97214128.56,0.205924905,725,9.09E-10,1969558248,0,0,4.62E-17,100,25,86%,
-32.2205,147.448,AUS.NSW.467218,18633,31000,17000,5000,7093,3019957044,930787957.6,1455484149,633684937.1,0,414746.7913,0.211,70%,110842590.7,0.234793546,1100,1.34E-09,1969558248,0,0,6.81E-17,100,25,79%,
-29.3469,151.5477,AUS.NSW.467228,19978,31000,17000,6000,1000,2879511500,962701857.7,1235356151,681453491.6,0,446011.3102,0.226,68%,116310177.4,0.246375322,750,9.32E-10,1969558248,0,0,4.73E-17,100,25,76%,
-31.5303,146.6862,AUS.NSW.529220,18448,31000,17000,6000,5544,3015452206,956151286.3,1435701755,623599164.7,0,408145.6533,0.207,70%,109911974.9,0.232822258,1250,1.59E-09,1969558248,0,0,8.08E-17,100,25,79%,
-33.5265,149.1588,AUS.NSW.333484,29292,1000,17000,5000,2610,2554244485,1343766815,9670029.576,1200807640,0,785928.6006,0.399,43%,142823214,0.302536855,650,8.87E-10,1969558248,0,0,4.50E-17,100,25,53%,
-31.1629,145.6538,AUS.NSW.333485,17041,33000,17000,5000,8532,3118337998,894307501.5,1652801128,571229368.2,0,373869.6215,0.19,73%,105448244.4,0.223366912,825,1.05E-09,1969558248,0,0,5.31E-17,100,25,82%,
-31.5001,145.8422,AUS.NSW.334161,16510,31000,17000,5000,7285,3030735566,860467420.5,1586745893,583522252.5,0,381915.3143,0.194,72%,105038959.8,0.22249994,1100,1.34E-09,1969558248,0,0,6.81E-17,100,25,81%,
-30.3934,121.652,AUS.WA.334649,16355,34000,17000,5000,1000,3480149696,885546134.8,2152770032,441833529.4,0,289180.045,0.147,79%,92457812.05,0.195849785,875,1.10E-09,1969558248,0,0,5.60E-17,100,25,87%,
-20.8108,117.0665,AUS.WA.334705,18261,28000,17000,5000,1005,2980093654,1094185394,1293654749,592253509.9,0,387629.9223,0.197,72%,102804031.7,0.217765779,900,1.27E-09,1969558248,0,0,6.46E-17,100,25,80%,
-31.1389,121.6784,AUS.WA.334902,15862,33000,17000,5000,1002,3382790547,858350496.5,2064780329,459659721.5,0,300847.2877,0.153,78%,93396148.12,0.197837426,925,1.09E-09,1969558248,0,0,5.54E-17,100,25,86%,
-20.4447,140.7058,AUS.QLD.334994,21131,7000,17000,8000,1873,2555879941,1209814768,395754396.6,950310776.2,0,621978.4031,0.316,55%,122938975.7,0.260416847,2250,2.83E-09,1969558248,0,0,1.44E-16,100,25,63%,
-20.2545,140.1558,AUS.QLD.335006,23648,7000,17000,9000,1960,2679523352,1348033002,394219550.8,937270798.7,0,613443.7377,0.311,56%,123007968.4,0.260562992,2575,3.33E-09,1969558248,0,0,1.69E-16,100,25,65%,
-20.5636,139.9752,AUS.QLD.335227,17392,31000,17000,5000,3883,3173744286,992140828.8,1603187603,578415853.9,0,378573.1764,0.192,73%,103715165.8,0.219695799,950,1.16E-09,1969558248,0,0,5.89E-17,100,25,82%,
-31.1637,121.0857,AUS.WA.335026,22555,6000,17000,8000,1704,2552877333,1203398013,410107162.3,939372158.1,0,614819.0775,0.312,55%,123010503,0.260568361,2350,3.04E-09,1969558248,0,0,1.54E-16,100,25,63%,
-23.432,117.9,AUS.WA.335066,18735,28000,17000,5000,1001,2975796145,1061447820,1260413030,653935295.9,0,428000.6512,0.217,69%,109424085.3,0.231788781,1375,1.82E-09,1969558248,0,0,9.24E-17,100,25,78%,
-32.7509,116.3581,AUS.WA.335111,17040,31000,17000,6000,2720,3363222329,850615362,2041420576,471186390.7,0,308391.4927,0.157,78%,93109118.36,0.197229422,975,1.23E-09,1969558248,0,0,6.23E-17,100,25,86%,
