Method,Deposit UID,Latitude,Longitude,Iterations,Duration (seconds),LCOE ($/kWh),PV Capacity (kW),Wind Turbine Capacity (kW),Genset Capacity (kW),Battery Energy Capacity (kWh),Battery Power Capacity (kW),Total System Generation (kWh),Total PV Generation (kWh),Total Wind Generation (kWh),Total Genset Generation (kWh),Total Battery Generation (kWh),System NPC ($),System LCOE ($/kWh),Deficit Hours Fixed,Total Load Reduction (kWh),Total Load Served (kWh),Load Reduction Percentage,Total Charging Prevented (kWh),Demand Not Served (kWh),Demand Met Percentage,Project Lifetime (years),LCOE ($/kWh)
SHGO,AUS.NSW.333485,-31.1629,145.6538,530,5734.990222,0.236185378,15161,39000,18028,15776,6147,3229387901,795646068.2,1890855386,542886446.6,-75147.0488,111499654.1,0.236185378,11900,1.82E-10,1969558248,9.24E-18,27804439.26,0,100,25,
