Iteration,Objective Value,Parameters,Time (seconds)
399,0.269259816,"[29858, 21, 19321, 6997, 23640]",4173.802022
400,0.242412022,"[12358, 38, 26821, 9497, 17140]",4184.369341
401,0.29618078,"[13452, 20, 16978, 5591, 29733]",4194.633438
402,0.264643916,"[30952, 37, 24478, 8091, 23233]",4205.108637
403,0.284299552,"[39702, 11, 20728, 6841, 19983]",4215.397116
404,0.272850225,"[22202, 29, 28228, 9341, 26483]",4225.890516
405,0.285385105,"[26577, 15, 22603, 9966, 24858]",4236.218513
406,0.254806096,"[44077, 33, 15103, 7466, 18358]",4246.671774
407,0.268176005,"[35327, 24, 26353, 8716, 21608]",4257.003893
408,0.268281987,"[17827, 42, 18853, 6216, 28108]",4267.566896
409,0.288943262,"[15640, 13, 27290, 7153, 22421]",4277.816301
410,0.280431115,"[33140, 31, 19790, 9653, 28921]",4288.388729
411,0.288048893,"[41890, 22, 23540, 5903, 25671]",4298.731691
412,0.242388645,"[24390, 39, 16040, 8403, 19171]",4309.325485
413,0.239958531,"[20015, 26, 21665, 7778, 17546]",4320.022271
414,0.278282033,"[37515, 44, 29165, 5278, 24046]",4330.584073
415,0.285734512,"[28765, 18, 17915, 9028, 27296]",4340.864777
416,0.254398266,"[11265, 35, 25415, 6528, 20796]",4351.147376
417,0.27523816,"[11812, 27, 28931, 6138, 24655]",4361.697455
418,0.24993193,"[29312, 44, 21431, 8638, 18155]",4372.338662
419,0.275778261,"[38062, 18, 25181, 7388, 21405]",4382.687952
420,0.266670798,"[20562, 36, 17681, 9888, 27905]",4393.286975
421,0.30366939,"[24937, 14, 19556, 9263, 29530]",4403.554991
422,0.275764073,"[42437, 31, 27056, 6763, 23030]",4414.042713
423,0.254275955,"[33687, 23, 15806, 8013, 19780]",4424.469151
424,0.266275828,"[16187, 40, 23306, 5513, 26280]",4435.088888
425,0.248254149,"[18374, 16, 16743, 6450, 17343]",4445.473652
426,0.269712941,"[35874, 33, 24243, 8950, 23843]",4456.03801
427,0.289852369,"[44624, 25, 20493, 5200, 27093]",4466.519115
428,0.25822914,"[27124, 42, 27993, 7700, 20593]",4477.06222
429,0.266606664,"[22749, 20, 26118, 8325, 22218]",4487.367326
430,0.283972503,"[40249, 38, 18618, 5825, 28718]",4497.705768
431,0.304866269,"[31499, 12, 29868, 9575, 25468]",4508.097322
432,0.245026384,"[13999, 29, 22368, 7075, 18968]",4518.569728
433,0.332111867,"[12905, 11, 23774, 7856, 28312]",4528.931749
434,0.255247305,"[30405, 28, 16274, 5356, 21812]",4539.383502
435,0.267039393,"[39155, 19, 27524, 9106, 18562]",4549.697993
436,0.260432953,"[21655, 37, 20024, 6606, 25062]",4560.36377
437,0.272749239,"[26030, 24, 18149, 7231, 26687]",4570.791298
438,0.269998705,"[43530, 41, 25649, 9731, 20187]",4581.409218
439,0.284402305,"[34780, 15, 21899, 5981, 23437]",4591.748157
440,0.283530647,"[17280, 32, 29399, 8481, 29937]",4602.265995
441,0.258802557,"[15093, 21, 20962, 9419, 20999]",4612.654112
442,0.281113453,"[32593, 39, 28462, 6919, 27499]",4623.136059
443,0.294025535,"[41343, 13, 17212, 8169, 24249]",4633.390926
444,0.242753336,"[23843, 30, 24712, 5669, 17749]",4643.61773
445,0.261251517,"[19468, 17, 26587, 5044, 19374]",4654.058959
446,0.272801886,"[36968, 35, 19087, 7544, 25874]",4664.628676
447,0.283809466,"[28218, 26, 22837, 6294, 29124]",4675.202182
448,0.254624042,"[10718, 43, 15337, 8794, 22624]",4685.932446
449,0.254880537,"[10991, 22, 23188, 6880, 18054]",4696.275537
450,0.260689625,"[28491, 40, 15688, 9380, 24554]",4706.935084
451,0.308459322,"[37241, 14, 26938, 5630, 27804]",4717.288103
452,0.24812043,"[19741, 31, 19438, 8130, 21304]",4727.788888
453,0.266958232,"[24116, 18, 17563, 7505, 22929]",4738.232949
454,0.291484032,"[41616, 35, 25063, 5005, 29429]",4748.745961
455,0.275432922,"[32866, 27, 21313, 8755, 26179]",4759.212333
456,0.252151468,"[15366, 44, 28813, 6255, 19679]",4769.781449
457,0.295993275,"[17554, 11, 22251, 5317, 23741]",4780.054719
458,0.254092333,"[35054, 29, 29751, 7817, 17241]",4790.265043
459,0.270366406,"[43804, 20, 18501, 6567, 20491]",4800.74294
460,0.27312222,"[26304, 38, 26001, 9067, 26991]",4811.354429
461,0.284743264,"[21929, 24, 27876, 9692, 28616]",4821.836819
462,0.267757824,"[39429, 42, 20376, 7192, 22116]",4832.553225
463,0.263755802,"[30679, 16, 24126, 8442, 18866]",4842.857621
464,0.261405584,"[13179, 33, 16626, 5942, 25366]",4853.42992
465,0.283038558,"[14272, 15, 29282, 8911, 21710]",4863.767446
466,0.278497897,"[31772, 32, 21782, 6411, 28210]",4874.329361
467,0.28456481,"[40522, 23, 25532, 7661, 24960]",4884.757822
468,0.241616269,"[23022, 41, 18032, 5161, 18460]",4895.441667
469,0.258098556,"[27397, 19, 19907, 5786, 20085]",4905.846593
470,0.288572455,"[44897, 36, 27407, 8286, 26585]",4916.257732
471,0.321703518,"[36147, 10, 16157, 7036, 29835]",4926.564296
472,0.259609757,"[18647, 28, 23657, 9536, 23335]",4936.777733
473,0.270617777,"[16460, 26, 15220, 8599, 27397]",4947.327151
474,0.261621517,"[33960, 43, 22720, 6099, 20897]",4958.047414
475,0.263554603,"[42710, 17, 18970, 9849, 17647]",4968.479865
476,0.264053763,"[25210, 34, 26470, 7349, 24147]",4979.026429
477,0.300033945,"[20835, 12, 24595, 6724, 25772]",4989.301018
478,0.253807027,"[38335, 30, 17095, 9224, 19272]",4999.815603
479,0.271682413,"[29585, 21, 28345, 5474, 22522]",5010.275643
480,0.27671613,"[12085, 39, 20845, 7974, 29022]",5020.947378
481,0.277210597,"[11538, 14, 18735, 9614, 19476]",5031.312685
482,0.272868953,"[29038, 32, 26235, 7114, 25976]",5041.876872
483,0.294167715,"[37788, 23, 22485, 8364, 29226]",5052.336592
484,0.260541662,"[20288, 40, 29985, 5864, 22726]",5062.837059
485,0.255051045,"[24663, 27, 24360, 5239, 21101]",5073.232471
486,0.283330713,"[42163, 45, 16860, 7739, 27601]",5083.726159
487,0.284913302,"[33413, 18, 28110, 6489, 24351]",5094.234916
488,0.238127126,"[15913, 36, 20610, 8989, 17851]",5104.85078
489,0.276944922,"[18101, 21, 27173, 8052, 25163]",5115.321034
490,0.252581119,"[35601, 38, 19673, 5552, 18663]",5125.948705
491,0.295125463,"[44351, 12, 23423, 9302, 21913]",5136.250431
492,0.272946289,"[26851, 29, 15923, 6802, 28413]",5146.794823
493,0.288386839,"[22476, 16, 21548, 7427, 26788]",5157.185428
494,0.266651575,"[39976, 34, 29048, 9927, 20288]",5167.744664
495,0.243468377,"[31226, 25, 17798, 6177, 17038]",5178.196894
496,0.261451132,"[13726, 43, 25298, 8677, 23538]",5188.950638
497,0.264979694,"[12632, 24, 19204, 6333, 23132]",5199.425731
498,0.284046042,"[30132, 41, 26704, 8833, 29632]",5209.961634
499,0.2935269,"[38882, 15, 15454, 5083, 26382]",5220.23824
500,0.246147405,"[21382, 33, 22954, 7583, 19882]",5230.491141
501,0.274505418,"[25757, 11, 28579, 8208, 18257]",5240.922472
502,0.278843228,"[43257, 28, 21079, 5708, 24757]",5251.430711
503,0.293179775,"[34507, 20, 24829, 9458, 28007]",5261.905104
504,0.247116299,"[17007, 37, 17329, 6958, 21507]",5272.508188
505,0.303671763,"[14819, 17, 25767, 6021, 28819]",5282.856383
506,0.258155527,"[32319, 35, 18267, 8521, 22319]",5293.485764
507,0.26623055,"[41069, 26, 29517, 7271, 19069]",5303.951865
508,0.265491196,"[23569, 44, 22017, 9771, 25569]",5314.677838
509,0.263345916,"[19194, 22, 16392, 9146, 23944]",5325.082931
510,0.253759986,"[36694, 39, 23892, 6646, 17444]",5335.727384
511,0.273342648,"[27944, 13, 20142, 7896, 20694]",5346.141198
512,0.283782388,"[10444, 30, 27642, 5396, 27194]",5356.489863
513,0.264144897,"[20220, 32, 19819, 7026, 26306]",5367.286087
514,0.264144897,"[20220, 32, 19819, 7026, 26306]",5377.676857
515,0.264144897,"[20220, 32, 19819, 7026, 26306]",5387.997982
516,0.264144897,"[20220, 32, 19819, 7026, 26306]",5398.513425
517,0.264144897,"[20220, 32, 19819, 7026, 26306]",5408.980788
518,0.264144897,"[20220, 32, 19819, 7026, 26306]",5419.487862
519,0.286092067,"[34712, 23, 27671, 7378, 26407]",5429.907326
520,0.286092067,"[34712, 23, 27671, 7378, 26407]",5440.180732
521,0.286092067,"[34712, 23, 27671, 7378, 26407]",5450.587939
522,0.286092067,"[34712, 23, 27671, 7378, 26407]",5460.86359
523,0.286092067,"[34712, 23, 27671, 7378, 26407]",5471.21681
524,0.286092067,"[34712, 23, 27671, 7378, 26407]",5481.720792
525,0.236185378,"[15161, 39, 15776, 6147, 18028]",5492.408504
526,0.236185378,"[15161, 39, 15776, 6147, 18028]",5503.069629
527,0.236185378,"[15161, 39, 15776, 6147, 18028]",5513.716269
528,0.236185378,"[15161, 39, 15776, 6147, 18028]",5524.427518
529,0.236185378,"[15161, 39, 15776, 6147, 18028]",5535.121927
530,0.236185378,"[15161, 39, 15776, 6147, 18028]",5545.714061
