Latitude,Longitude,Location ID,PV Capacity (kW),Wind Turbine Capacity (kW),Genset Capacity (kW),Battery Energy Capacity (kWh),Battery Power Capacity (kW),Total System Generation (kWh),Total PV Generation (kWh),Total Wind Generation (kWh),Total Genset Generation (kWh),Total Battery Generation (kWh),Total CO2 emissions (tonne),System NPC ($),System LCOE ($/kWh),Deficit Hours Fixed,Total Load Reduction (kWh),Total Load Served (kWh),Total Charging Prevented (kWh),Demand Not Served (kWh),Load Reduction Percentage,Demand Met Percentage,Project Lifetime (years),Ren Frac (%)
-24.6431,118.5873,AUS.WA.334629,22668,6000,17000,9000,1838,2600154902,1306453038,354245468.1,939456395.4,-30006.91648,614874.2108,122358988,0.259188282,2925,0,1969558248,3877297.746,1.82E-10,0,100,25,52%
-30.3934,121.652,AUS.WA.334649,16355,34000,17000,5000,1000,3480149696,885546134.8,2152770032,441833529.4,-15740.8,289180.045,92457812.05,0.195849785,5975,0,1969558248,4157029.189,1.36E-10,0,100,25,78%
-20.8108,117.0665,AUS.WA.334705,24087,9000,17000,5000,2329,2740588246,1443272651,446915386.6,850400208.4,-36534.76255,556586.9364,116227347.8,0.246199867,3125,0,1969558248,3930077.346,1.14E-10,0,100,25,57%
-31.1389,121.6784,AUS.WA.334902,29852,10000,17000,5000,2373,3078517516,1615395564,682156445.3,780965506.7,-38873.7287,511141.9241,114421197.9,0.24237397,3875,0,1969558248,4174148.08,0,0,100,25,60%
-31.1637,121.0857,AUS.WA.335026,21299,10000,17000,6000,1232,2616375589,1136385717,679513381.4,800476490.4,-21420.20273,523911.863,113189796.3,0.23976554,6750,0,1969558248,5431424.527,2.05E-10,0,100,25,59%
-23.432,117.9,AUS.WA.335066,18735,28000,17000,5000,1001,2975796145,1061447820,1260413030,653935295.9,-16723.22222,428000.6512,109424085.3,0.231788781,5300,0,1969558248,3675852.706,1.36E-10,0,100,25,67%
-32.7509,116.3581,AUS.WA.335111,22270,11000,17000,5000,1212,2629043758,1111689069,777469180.3,739885509.1,-23331.44834,484255.0657,109384911.2,0.2317058,7600,0,1969558248,5654303.758,9.09E-11,0,100,25,62%
-31.1778,121.6783,AUS.WA.652961,20903,10000,17000,7000,1008,2607371465,1120906284,682156445.3,804308735.6,-14735.93154,526420.0674,113591360.3,0.240616157,6400,0,1969558248,4426053.118,4.55E-11,0,100,25,59%
-28.302,120.492,AUS.WA.652962,21329,9000,17000,5000,2340,2629946873,1210397391,597773083.6,821776398.7,-37392.33213,537852.6529,113372014.8,0.240151526,4750,0,1969558248,5910250.068,0,0,100,25,58%
-31.2864,122.838,AUS.WA.652969,17102,33000,17000,5000,1056,3513763622,910952669,2135734678,467076275.2,-16334.9982,305701.4221,94372381.37,0.199905342,5475,0,1969558248,4031465.187,4.55E-11,0,100,25,76%
-32.2205,147.448,AUS.NSW.467218,27485,10000,17000,5000,2600,2783068983,1372976146,509534159.8,900558677.2,-40672.80153,589415.6542,124531411.5,0.263790042,4225,0,1969558248,5246547.862,4.55E-11,0,100,25,54%
-29.3469,151.5477,AUS.NSW.467228,23640,9000,17000,5000,2580,2512035572,1139165996,392493121.8,980376454.2,-40313.00851,641656.3893,129480950.2,0.274274457,4300,0,1969558248,6032302.043,0,0,100,25,50%
-31.5303,146.6862,AUS.NSW.529220,24085,9000,17000,5000,2560,2628181528,1248312504,453452996.5,926416028.1,-39933.49566,606339.2904,124060128.4,0.262791741,3900,0,1969558248,5168385.504,0,0,100,25,53%
-19.7033,134.2407,AUS.NT.334173,20197,10000,17000,5000,2048,2586312534,1164752095,632841678.4,788718760.2,-37947.78788,516216.4286,111158838.2,0.235463441,5950,0,1969558248,6568486.061,1.36E-10,0,100,25,60%
-19.4354,134.0661,AUS.NT.334279,18427,33000,17000,5000,6924,3389597249,1066998297,1868994679,453604273.6,-54429.30041,296883.997,93073052.42,0.197153024,6700,0,1969558248,11869365.91,2.27E-11,0,100,25,77%
-19.7115,134.2901,AUS.NT.334637,18502,33000,17000,5000,1028,3389790907,1067819908,1868994679,452976319.9,-13151.97904,296473.0014,92932860.5,0.196856061,5125,0,1969558248,3504380.79,4.55E-11,0,100,25,77%
-20.8684,116.8655,AUS.WA.335166,23810,9000,17000,5000,2455,2714961654,1414787737,446915386.6,853258529.5,-36842.1192,558457.7075,116380269.8,0.246523796,3425,0,1969558248,4511277.013,6.82E-11,0,100,25,57%
-21.2035,119.2383,AUS.WA.335341,24883,9000,17000,5000,2359,2781737553,1452238259,479471462.5,850027830.8,-36497.47758,556343.2152,116604051,0.246997823,2900,0,1969558248,3059640.988,2.27E-11,0,100,25,57%
-27.3105,120.5528,AUS.WA.335342,20560,9000,17000,5000,2559,2589122591,1169813591,583355641.8,835953358.2,-37878.09311,547131.4729,114486399.2,0.242512083,4850,0,1969558248,6100746.775,0,0,100,25,58%
-31.2166,121.68,AUS.WA.335722,33139,10000,17000,5000,2947,3263912912,1806395530,682156445.3,775360936.8,-43625.30925,507473.7331,115429588.8,0.244510005,3675,0,1969558248,4282594.156,0,0,100,25,61%
-26.9204,120.379,AUS.WA.335749,16508,34000,17000,5000,7049,3338988654,940303406.8,1944182048,454503198.9,-54767.84456,297472.3437,93683627.86,0.198446383,7625,0,1969558248,13018823.8,0,0,100,25,77%
-28.7452,116.9436,AUS.WA.335838,29803,10000,17000,5000,2517,3139745836,1715185582,655852636.9,768707616.3,-38617.52523,503119.1348,113087529.3,0.239548912,4550,0,1969558248,4551446.101,0,0,100,25,61%
-28.4868,122.2385,AUS.WA.334147,15932,14000,17000,5000,2617,2526673387,891875511.9,955134009.6,679663865.3,-39424.05644,444839.9998,102372513.6,0.216851711,9850,0,1969558248,13742858.67,0,0,100,25,65%
-28.409,121.1478,AUS.WA.334181,31216,10000,17000,5000,2503,3209795482,1767454345,679852250.4,762488887.2,-39722.75768,499048.9767,113479815,0.240379875,4225,0,1969558248,4221539.232,0,0,100,25,61%
-30.9106,121.7167,AUS.WA.334445,24052,9000,17000,5000,2476,2738747088,1298027621,614865521.5,825853945.4,-39522.65696,540521.4073,115314393.9,0.244265993,4450,0,1969558248,5395236.397,0,0,100,25,58%
-26.0954,127.7274,AUS.WA.434546,21211,9000,17000,5000,2209,2590220217,1184431564,562039899.2,843748753.3,-37249.26531,552233.559,115585131.1,0.244839484,4450,0,1969558248,5534695.661,0,0,100,25,57%
-31.1931,121.6785,AUS.WA.513745,29813,10000,17000,5000,2558,3062584874,1596267565,682156445.3,784160863.9,-39222.66519,513233.2855,114881550.1,0.243349116,4275,0,1969558248,5095963.382,0,0,100,25,60%
-28.4839,121.17,AUS.WA.515724,29854,10000,17000,5000,2481,3118836065,1674671455,679852250.4,764312359.7,-38763.04204,500242.4394,113024791.7,0.239416017,4625,0,1969558248,4559634.875,0,0,100,25,61%
