Latitude,Longitude,Location ID,PV Capacity (kW),Wind Turbine Capacity (kW),Genset Capacity (kW),Battery Energy Capacity (kWh),Battery Power Capacity (kW),Total System Generation (kWh),Total PV Generation (kWh),Total Wind Generation (kWh),Total Genset Generation (kWh),Total Battery Generation (kWh),Total CO2 emissions (tonne),System NPC ($),System LCOE ($/kWh),Deficit Hours Fixed,Total Load Reduction (kWh),Total Load Served (kWh),Total Charging Prevented (kWh),Demand Not Served (kWh),Load Reduction Percentage,Demand Met Percentage,Project Lifetime (years),Ren Frac (%)
-17.3472,128.0235,AUS.WA.333595,22024,6000,17000,10000,1958,2474781985,1202786637,252568524.3,1019426823,-18874.59126,667214.8556,129404934.8,0.274113437,46050,0,1969558248,39829909.63,1.92E-09,0,100,25,48%
-31.9665,141.465,AUS.NSW.335554,22926,6000,17000,9000,1815,2561623582,1237095762,370300597.9,954227222,-17923.16342,624541.7168,124586076.3,0.263905836,43875,0,1969558248,38085035.57,2.01E-09,0,100,25,52%
-32.0637,146.3085,AUS.NSW.335658,16530,34000,17000,5000,7019,3097665743,844297575.3,1680933383,572434784.3,-43535.12887,374658.5663,106175676.5,0.224907803,8825,0,1969558248,16006379.74,1.61E-09,0,100,25,71%
-33.4574,148.9957,AUS.NSW.335835,24838,24000,17000,5000,1755,2599589445,1134584262,561956762.5,903048421.2,-20281.69633,591045.1917,134892275.2,0.285737057,21625,0,1969558248,18229471.8,2.09E-09,0,100,25,54%
-20.1656,139.4582,AUS.QLD.334842,23598,9000,17000,5000,2406,2728127003,1347945514,493686891.1,886494597.9,-26101.98311,580210.7143,119507475,0.253148033,22475,0,1969558248,21047092.14,2.31E-09,0,100,25,55%
-18.609,143.993,AUS.QLD.334950,24201,9000,17000,5000,2474,2720071235,1345636204,469094630.6,905340400.7,-30373.68058,592545.2923,121549120.6,0.257472771,23325,0,1969558248,21146669.74,2.40E-09,0,100,25,54%
-20.7187,140.6487,AUS.QLD.334977,22587,6000,17000,9000,1778,2606287632,1293917288,339794379.7,972575964.1,-16177.64491,636550.9685,124580712.6,0.263894475,41025,0,1969558248,32889357.65,2.00E-09,0,100,25,51%
-25.5406,119.3281,AUS.WA.519582,21875,7000,17000,9000,1826,2590177894,1252837551,438932815.4,898407526.9,-19803.32325,588007.7264,119831428.2,0.25383425,38750,0,1969558248,39277985.08,2.49E-09,0,100,25,54%
-20.7886,122.1966,AUS.WA.557598,20347,7000,17000,8000,2147,2488836501,1177530902,404002198.5,907303400.9,-24034.32551,593830.0759,119572005.6,0.253284726,33675,0,1969558248,34286365.45,2.11E-09,0,100,25,54%
-31.8199,123.1924,AUS.WA.561110,21153,10000,17000,6000,1773,2605414367,1102044460,694343832.8,809026073.5,-19354.79321,529507.5651,114100032.8,0.241693659,26325,0,1969558248,27388438.09,2.23E-09,0,100,25,59%
-23.6356,150.375,AUS.QLD.333486,18434,34000,17000,5000,6606,2997896011,957074817.6,1499712528,541108665.5,-41728.57053,354155.6216,103956377.2,0.220206748,7825,0,1969558248,17930058.04,8.64E-10,0,100,25,73%
-21.54,140.5017,AUS.QLD.333596,21291,6000,17000,9000,1827,2545493789,1224793868,353953104.5,966746816.5,-17712.29154,632735.7914,123688424.4,0.262004375,42600,0,1969558248,35237302.22,2.17E-09,0,100,25,51%
-20.5711,139.472,AUS.QLD.333688,17053,31000,17000,5000,1058,3151690676,978745370.3,1601748220,571197085.9,-10305.66132,373848.4927,102690675.3,0.217525661,21950,0,1969558248,16212464.54,5.46E-10,0,100,25,71%
-19.6961,139.366,AUS.QLD.333779,22604,6000,17000,9000,1819,2564534297,1262186412,325987821.1,976360063.8,-18090.92475,639027.6617,125584573.5,0.266020914,40025,0,1969558248,33988516.38,2.15E-09,0,100,25,50%
-22.0939,140.5736,AUS.QLD.333785,15625,33000,17000,5000,1017,3193979025,908132530.4,1737842602,548003893.4,-9827.039057,358668.5482,102046755.6,0.216161671,24700,0,1969558248,16662507.54,5.68E-10,0,100,25,72%
-20.7216,139.4782,AUS.QLD.333873,16550,31000,17000,5000,5315,3116902914,939034957.7,1601748220,576119736.2,-43124.537,377070.3674,103012091.7,0.218206505,9400,0,1969558248,16940025.33,1.02E-09,0,100,25,71%
-20.7759,140.0445,AUS.QLD.334400,22849,6000,17000,9000,1765,2622728505,1312965815,343672102.8,966090588,-16576.06487,632306.2898,124236309.6,0.263164939,41675,0,1969558248,33853387.63,2.30E-09,0,100,25,51%
-20.7216,139.4782,AUS.QLD.334462,16550,31000,17000,5000,5315,3116902914,939034957.7,1601748220,576119736.2,-43124.537,377070.3674,103012091.7,0.218206505,9400,0,1969558248,16940025.33,1.02E-09,0,100,25,71%
-21.0446,139.9062,AUS.QLD.334660,16840,31000,17000,5000,6171,3151472965,957937020.9,1626458328,567077615.3,-42242.9791,371152.2992,102408617.1,0.216928188,9525,0,1969558248,16404355.24,1.36E-09,0,100,25,71%
-21.6784,140.4744,AUS.QLD.335458,16850,34000,17000,5000,5952,3299311226,968911934.9,1802026808,528372483,-40912.83568,345819.7901,100999184.7,0.213942642,9125,0,1969558248,16301390.05,1.30E-09,0,100,25,73%
-20.625,140.6885,AUS.QLD.335574,22554,6000,17000,9000,1818,2608965960,1300246722,339794379.7,968924857.6,-16608.27046,634161.3193,124081017.2,0.262835989,40325,0,1969558248,32694295.51,2.02E-09,0,100,25,51%
-20.7406,139.9112,AUS.QLD.335769,17042,31000,17000,5000,4856,3158215076,975507640.9,1603187603,579519831.8,-42648.73974,379295.7299,103747730.2,0.219764779,9225,0,1969558248,16848835.19,1.02E-09,0,100,25,71%
-21.6549,121.5709,AUS.WA.335579,18462,31000,17000,5000,1000,3180313183,1055741205,1592819833,531752144.7,-8783.791679,348031.7787,99110934.76,0.209942836,20725,0,1969558248,13893871.7,9.32E-10,0,100,25,73%
-22.1991,122.3141,AUS.WA.335631,19065,32000,17000,5000,1024,3190790383,1092849571,1573757009,524183803.8,-8872.351873,343078.2996,99821158.55,0.211447275,19800,0,1969558248,13752033.09,5.91E-10,0,100,25,73%
-29.1785,116.9774,AUS.WA.335652,30739,10000,17000,5000,2682,3171879357,1741715445,653271706.8,776892205.6,-29175.00306,508475.9486,114251818.6,0.242015181,19450,0,1969558248,22499746.55,1.55E-09,0,100,25,61%
-20.8684,116.8655,AUS.WA.335166,18082,28000,17000,5000,1006,2963021191,1074432074,1293654749,594934367.6,-9048.858038,389384.5436,103029303,0.218242963,22975,0,1969558248,15103869.12,1.00E-09,0,100,25,70%
-21.2035,119.2383,AUS.WA.335341,19662,26000,17000,5000,1000,3060740791,1147527978,1296783160,616429654.1,-9144.281456,403453.2086,103587943.4,0.219426309,22800,0,1969558248,14916462.92,8.87E-10,0,100,25,69%
-27.3105,120.5528,AUS.WA.335342,16497,33000,17000,5000,1009,3341458113,938639930.1,1946292734,456525448.6,-9153.144464,298795.9061,93029353.36,0.197060458,19100,0,1969558248,13795925.02,6.59E-10,0,100,25,77%
-31.5161,145.8551,AUS.NSW.334374,18583,33000,17000,5000,6022,3191168853,959132469.2,1670155394,561880989.6,-43386.84643,367751.1077,104904402.3,0.222214912,8500,0,1969558248,15875203.24,1.30E-09,0,100,25,71%
-31.5212,145.8578,AUS.NSW.334832,18583,33000,17000,5000,6022,3191168853,959132469.2,1670155394,561880989.6,-43386.84643,367751.1077,104904402.3,0.222214912,8500,0,1969558248,15875203.24,1.30E-09,0,100,25,71%
-31.2586,146.8719,AUS.NSW.334834,18431,33000,17000,5000,6553,3065184715,944282809,1511632623,609269283.9,-42329.60399,398766.7463,109978397.8,0.23296296,9375,0,1969558248,15245006.82,1.28E-09,0,100,25,69%
-41.2021,146.8156,AUS.TAS.334630,21395,30000,17000,6000,1291,3262756553,839863955,1891636252,531256345.7,-11736.10743,347707.2783,101093201.6,0.214141794,17750,0,1969558248,16162383.54,1.18E-09,0,100,25,73%
-41.4269,145.5264,AUS.TAS.335457,30768,28000,17000,5000,1233,2543533105,1013455125,630540399.4,899537580.6,-14110.35514,588747.3465,143496821.2,0.303963731,25000,0,1969558248,18488480.08,1.66E-09,0,100,25,54%
-42.061,145.5855,AUS.TAS.335962,27766,33000,17000,5000,1000,2848182298,866530580.1,1263699696,717952022.5,-9936.314002,469899.5987,127073095.5,0.269173992,22300,0,1969558248,14325059.75,1.43E-09,0,100,25,64%
-31.1785,121.6775,AUS.WA.334537,20903,10000,17000,7000,1008,2607371465,1120906284,682156445.3,804308735.6,-9571.484701,526420.0674,113591360.3,0.240616157,42700,0,1969558248,30544769.1,1.64E-09,0,100,25,59%
-21.147,119.2055,AUS.WA.334568,19471,25000,17000,5000,1000,3012366407,1135954955,1251386743,625024709.2,-9270.456851,409078.6722,103599552.4,0.2194509,23150,0,1969558248,15014702.53,8.41E-10,0,100,25,68%
-24.6431,118.5873,AUS.WA.334629,22226,9000,17000,5000,2081,2657688296,1280978783,528213184.5,848496328.2,-24538.94182,555340.8468,115925517.6,0.245560512,19825,0,1969558248,22319081.91,2.24E-09,0,100,25,57%
-28.6691,116.3796,AUS.WA.336142,21019,10000,17000,7000,1022,2648179864,1194685703,658052749.6,795441411.5,-10017.53762,520616.4039,112648548.5,0.238619036,43025,0,1969558248,30359852.39,1.19E-09,0,100,25,60%
-28.9634,121.766,AUS.WA.336197,15922,34000,17000,5000,3864,3455190799,883763548.2,2130936248,440491003.1,-40236.47207,288301.3615,91721299.71,0.194289659,7125,0,1969558248,13704038.78,8.53E-10,0,100,25,78%
-27.2296,120.5417,AUS.WA.336234,16588,33000,17000,5000,1739,3292190718,936746728.9,1894927006,460516982.4,-17789.41052,301408.365,93629969.45,0.19833272,13350,0,1969558248,13554923.3,1.02E-09,0,100,25,77%
-33.9763,137.689,AUS.SA.336892,29411,10000,17000,5000,2474,2948230846,1422765531,782990534.5,742474781.2,-25880.73157,485949.7443,111931735.2,0.237100638,18675,0,1969558248,21385946.29,1.30E-09,0,100,25,62%
-34.0407,137.6207,AUS.SA.337525,21782,11000,17000,5000,1029,2643572190,1056991289,858596670.2,727984230.8,-10558.39862,476465.6791,107582063.5,0.227886898,32000,0,1969558248,21027637.27,1.73E-09,0,100,25,63%
-34.5375,137.8722,AUS.SA.529299,17752,30000,17000,5000,1761,3370307418,814884008.2,2039778053,515645356.6,-14995.85705,337489.8859,96627687.56,0.20468267,13675,0,1969558248,13517185.44,8.87E-10,0,100,25,74%
-31.2166,121.68,AUS.WA.335722,23123,6000,17000,9000,1725,2603562605,1260428931,411791973.9,931341700.8,-17335.68685,609563.1432,122485387.1,0.259456028,43125,0,1969558248,38365065.18,1.68E-09,0,100,25,53%
-26.9204,120.379,AUS.WA.335749,16508,34000,17000,5000,7049,3338988654,940303406.8,1944182048,454503198.9,-42002.0018,297472.3437,93683627.86,0.198446383,6150,0,1969558248,13287246.04,1.11E-09,0,100,25,77%
-28.7452,116.9436,AUS.WA.335838,29803,10000,17000,5000,2517,3139745836,1715185582,655852636.9,768707616.3,-27429.41707,503119.1348,113087529.3,0.239548912,18825,0,1969558248,22749330.54,1.75E-09,0,100,25,61%
-17.1727,137.752,AUS.NT.333631,20824,29000,17000,5000,1552,2914699279,1134717733,1164877735,615103811.6,-15206.76339,402585.4447,107777980.7,0.228301902,16650,0,1969558248,15916899.18,1.14E-09,0,100,25,69%
-19.4448,133.8237,AUS.NT.333784,18285,32000,17000,5000,5671,3343100494,1043563324,1842365671,457171499.4,-40535.30011,299218.7463,92536644.25,0.196016772,6875,0,1969558248,13344646.65,8.19E-10,0,100,25,77%
-19.6751,134.2835,AUS.NT.334073,20752,6000,17000,9000,1787,2501145305,1194658499,381828217.5,924658588.6,-17653.7244,605189.0462,120655162.6,0.255579135,40700,0,1969558248,38762149.06,1.91E-09,0,100,25,53%
-20.4447,140.7058,AUS.QLD.334994,21131,7000,17000,8000,1873,2555879941,1209814768,395754396.6,950310776.2,-18969.45116,621978.4031,122938975.7,0.260416847,36200,0,1969558248,30511473.5,1.90E-09,0,100,25,52%
