Latitude,Longitude,Location ID,PV Capacity (kW),Wind Turbine Capacity (kW),Genset Capacity (kW),Battery Energy Capacity (kWh),Battery Power Capacity (kW),Total System Generation (kWh),Total PV Generation (kWh),Total Wind Generation (kWh),Total Genset Generation (kWh),Total Battery Generation (kWh),Total CO2 emissions (tonne),System NPC ($),System LCOE ($/kWh),Deficit Hours Fixed,Total Load Reduction (kWh),Total Load Served (kWh),Total Charging Prevented (kWh),Demand Not Served (kWh),Load Reduction Percentage,Demand Met Percentage,Project Lifetime (years)
-19.6751,134.2835,AUS.NT.334073,20091,10000,17000,7000,1894,2580029255.219786,1156606047.1173625,632841678.3753064,790581529.7271179,-41147.92800384955,517435.6112063987,111947001.45998368,0.2371329761256859,8025,1.8985701899509877e-09,1969558247.65,10406616.542931,0.0,9.639573707537147e-17,100.0,25
-33.9763,137.689,AUS.SA.336892,22334,7000,17000,8000,1659,2517160276.8874617,1080415039.696977,550108640.9338238,886636596.2566612,-33114.06606901525,580303.6522499848,121189789.90182686,0.2567116151453102,8925,1.3073986337985843e-09,1969558247.65,10075543.633036666,0.0,6.638029798603424e-17,100.0,25
-34.0407,137.6207,AUS.SA.337525,22316,7000,17000,8000,1804,2519681939.231584,1082903994.766416,550108640.9338238,886669303.5313438,-37658.72359468498,580325.0591612646,121279209.54052906,0.2569010292856891,8850,1.3983481039758772e-09,1969558247.65,10772872.148864554,0.0,7.099805784593228e-17,100.0,25
-34.5375,137.8722,AUS.SA.529299,21695,13000,17000,5000,2724,2645338808.4650264,995881643.798928,929502640.1765,719954524.4895982,-61147.88699040473,471210.236278442,107642027.30959707,0.2280139169359654,6200,1.5916157281026242e-09,1969558247.65,10005870.24859664,0.0,8.08107975482156e-17,100.0,25
-35.0613,149.5717,AUS.NSW.335841,25604,10000,17000,5000,2503,2545775529.607915,1153793021.283285,485226280.3870688,906756227.9375618,-60412.2406161871,593471.9511851341,125007800.97766867,0.2647991594072155,7950,2.1600499167107046e-09,1969558247.65,12775280.046256866,0.0,1.096717966725783e-16,100.0,25
-29.5,152.4897,AUS.NSW.335959,29459,7000,17000,5000,2726,2455932737.6022444,1215047976.5665462,19185871.470791023,1221698889.5649073,-62525.9612771312,799601.9232202318,150616776.01301485,0.3190456545027611,7375,7.787548383930697e-10,1969558247.65,14592657.85093006,0.0,3.953956880037692e-17,100.0,25
-34.1848,147.3854,AUS.NSW.455899,26675,10000,17000,5000,2124,2685790617.811411,1295990640.711818,464390744.7632436,925409232.3363492,-51000.64298896257,605680.3425641406,126346031.96801849,0.2676338820290511,8600,2.5124791136477143e-09,1969558247.65,11667405.02472654,0.0,1.275656161296832e-16,100.0,25
-28.4868,122.2385,AUS.WA.334147,16567,34000,17000,5000,5876,3487023668.878424,927422719.3334392,2141045638.5016448,418555311.04333967,-79578.07349733548,273944.4510778658,89775678.29292701,0.1901683251865729,3400,7.958078640513121e-10,1969558247.65,7363211.817242518,0.0,4.04053987741078e-17,100.0,25
-28.409,121.1478,AUS.WA.334181,22394,7000,17000,9000,1905,2629623334.528511,1267953359.4881902,477795176.9607966,883874798.0795244,-37293.70207927173,578496.0553430486,119111479.91295348,0.2523092119853698,8475,2.205524651799351e-09,1969558247.65,10038435.240651462,0.0,1.1198067660252732e-16,100.0,25
-30.9106,121.7167,AUS.WA.334445,24052,9000,17000,5000,2476,2738747088.0958714,1298027621.2568908,614865521.4533888,825853945.3855919,-53651.14773796668,540521.4072548698,115314393.94628778,0.2442659925678101,6750,1.921307557495311e-09,1969558247.65,10361418.889544647,0.0,9.755017704034598e-17,100.0,25
